year,type,country,activity,sex,fatal,species,especies
2015,Unprovoked,usa,Photographing the shark,M,N,"blue shark, to feet",blue shark
2015,Unprovoked,reunion,Surfing,M,Y,bull shark,bull shark
2015,Unprovoked,australia,Paddle boarding,M,N,unknown,
2015,Unprovoked,usa,Spearfishing,M,N,bull shark,bull shark
2015,Invalid,italy,Diving,M,Unknown,shark involvement not cofirmed,
2015,Invalid,brazil,Surfing,M,Unknown,no shark involvement,
2015,Boat,south africa,Kayak Fishing,M,N,"white shark, m",white shark
2015,Unprovoked,egypt,Swimming,M,Y,mako shark,mako shark
2015,Unprovoked,usa,Standing / Snorkeling,M,N,"tiger shark, to feet",tiger shark
2015,Unprovoked,french polynesia,Hand feeding sharks,M,N,blacktip shark,blacktip shark
2015,Boat,australia,Fishing,M,N,unknown,
2015,Provoked,mexico,Fishing,M,N,unknown,
2015,Unprovoked,french polynesia,Sitting in the water,M,N,blacktip reef shark ,reef shark
2015,Boat,atlantic ocean,Transatlantic Rowing,Unknown,N,white shark,white shark
2015,Unprovoked,reunion,Swimming,F,Y,"tiger shark, m",tiger shark
2015,Unprovoked,australia,Surfing,M,Y,to m shark,
2015,Unprovoked,australia,Surfing,M,N,m to  m shark,
2015,Unprovoked,australia,Bodysurfing,M,N,m shark,
2015,Boat,australia,Rowing,M,N,"bull shark, m",bull shark
2015,Provoked,usa,Shark fishing,M,N, shark,
2015,Unprovoked,australia,Surfing,M,N,unknown,
2015,Unprovoked,south africa,Floating,M,N,unknown,
2015,Boat,usa,Fishing,M,N,white shark,white shark
2015,Invalid,australia,Surfing & filming dolphins,F,Unknown,shark involvement not confirmed,
2015,Boat,australia,Fishing,M,N,m shark,
2015,Unprovoked,australia,Filming,M,N,m shark,
2015,Invalid,usa,Swimming after falling overboard,M,Unknown,no shark involvement,
2015,Unprovoked,bahamas,Snorkeling,F,N,white shark or oceanic whitetip shark,white shark
2015,Unprovoked,south africa,Surfing,M,N,"raggedtooth shark, m",raggedtooth shark
2015,Unprovoked,usa,Unknown,M,N,"""a small shark""",
2014,Unprovoked,australia,Surfing,Unknown,N,m shark,
2014,Unprovoked,australia,Spearfishing,M,Y,"white shark, to m",white shark
2014,Sea Disaster,greece,Unknown,Unknown,N,shark involvement prior to death still to be determined,
2014,Invalid,south africa,Swimming,Unknown,Unknown,shark involvement not confirmed & highly unlikely,
2014,Unprovoked,usa,Surfing,M,N,"white shark,  to ",white shark
2014,Provoked,australia,Fishing,M,N,m shark,
2014,Unprovoked,japan,Diving / Filming,M,N,goblin shark,
2014,Unprovoked,australia,Spearfishing,M,Y,tiger shark,tiger shark
2014,Provoked,spain,Fishing for blue sharks,M,N,unknown,
2014,Unprovoked,australia,Surfing,M,N,unknown,
2014,Provoked,mauritius,Fishing,M,Y,unknown,
2014,Boat,australia,Fishing,M,N,white shark,white shark
2014,Boat,usa,Unknown,Unknown,N,white shark,white shark
2014,Unprovoked,usa,Surfing,M,N, shark,
2014,Unprovoked,usa,Snorkeling,M,N,m shark,
2014,Unprovoked,australia,Surfing,M,N,unknown,
2014,Unprovoked,usa,Surfing,M,N,unknown,
2014,Unprovoked,usa,Surfing,F,N,"tiger shark, ",tiger shark
2014,Provoked,australia,Surfing,M,N,unknown,
2014,Unprovoked,usa,Stand-Up Paddleboarding,F,N,tiger shark,tiger shark
2014,Unprovoked,usa,Stand-Up Paddleboarding,M,N,unknown,
2014,Boat,usa,Canoeing,F,N,unknown,
2014,Unprovoked,usa,Surfing,M,N, to  shark,
2014,Unprovoked,australia,Surfing,F,N,m shark,
2014,Unprovoked,usa,Standing in inner tube,F,N,"bull shark,  to ",bull shark
2014,Unprovoked,usa,Body surfing or Boogie boarding,F,N,unknown,
2014,Boat,australia,Kayaking,M,N,unknown,
2014,Unprovoked,usa,Surfing,M,N,blacktip shark,blacktip shark
2014,Unprovoked,usa,Fishing,F,N,unknown,
2014,Unprovoked,usa,Surfing,M,N,blacktip shark,blacktip shark
2014,Boat,usa,Kayaking,M,N,"white shark,  to ",white shark
2014,Boat,usa,Kayaking ,M,N,white shark,white shark
2014,Unprovoked,usa,Surfing,M,N, to  shark,
2014,Unprovoked,australia,Surfing,M,N,white shark:  & ,white shark
2014,Unprovoked,usa,Surfing,M,N,unknown,
2014,Unprovoked,french polynesia,Feeding fish,F,N,blacktip shark,blacktip shark
2014,Invalid,usa,Surfing,M,Unknown,no shark involvement,
2014,Unprovoked,australia,Swimming,M,Y, shark,
2014,Unprovoked,usa,Fishing ,M,N,bull shark,bull shark
2014,Boat,usa,Kayaking ,F,N,"white shark,  to ",white shark
2014,Provoked,usa,Fishing,M,N, to  shark,
2014,Unprovoked,spain,Playing with an air mattress,M,N,unknown,
2014,Unprovoked,usa,Body surfing,F,N,spinner shark,
2014,Unprovoked,usa,Surfing,M,N,spinner shark or blacktip shark,blacktip shark
2014,Invalid,usa,Unknown,Unknown,Unknown,shark involvement not confirmed,
2014,Provoked,usa,Fishing,M,N,unknown,
2014,Unprovoked,spain,Swimming,F,N,small shark,
2014,Unprovoked,usa,Surfing,M,N, to  shark,
2014,Unprovoked,usa,Standing,F,N,unknown,
2014,Provoked,usa,Fishing for sharks,M,N,"bull shark,  ",bull shark
2014,Unprovoked,usa,Kite boarding,Unknown,N, shark,
2014,Unprovoked,australia,Spearfishing,M,N,reef shark,reef shark
2014,Unprovoked,usa,Standing,M,N," bull shark, ",bull shark
2014,Unprovoked,usa,Unknown,M,N,unknown,
2014,Unprovoked,bahamas,Spearfishing,M,N,"bull shark,  to ",bull shark
2014,Unprovoked,usa,Swimming,F,N,unknown,
2014,Unprovoked,usa,Swimming,M,N," bull shark, ",bull shark
2014,Unprovoked,usa,Boogie boarding,M,N, tp  shark,
2014,Unprovoked,usa,Swimming,F,N,unknown,
2014,Unprovoked,usa,Surfing,M,N,unknown,
2014,Unprovoked,usa,Boogie boarding,M,N,unknown,
2014,Unprovoked,south africa,Surfing,M,N,white shark,white shark
2014,Invalid,unknown,Sea disaster,M,Unknown,shark involvement not confirmed,
2014,Unprovoked,usa,Swimming,M,N,possibly juvenile tiger shark,tiger shark
2014,Unprovoked,reunion,Surfing,M,N,metre shark,
2014,Unprovoked,usa,Standing,M,N,unknown,
2014,Unprovoked,spain,Wading,Unknown,N,angel shark,
2014,Unprovoked,usa,Swimming,M,N, to  shark,
2014,Unprovoked,usa,Swimming,M,N, shark,
2014,Invalid,bahamas,Shark diving,M,Unknown,shark involvement not confirmed,
2014,Unprovoked,usa,Body surfing,M,N,unknown,
2014,Unprovoked,usa,Surfing,M,N,unknown,
2014,Provoked,usa,Swimming,M,N," white shark,  ",white shark
2014,Unprovoked,usa,Surfing,M,N,unknown,
2014,Unprovoked,usa,Body surfing,M,N, to  shark,
2014,Boat,st. martin,Transatlantic Rowing,M,N,oceanic whitetip shark',whitetip shark
2014,Unprovoked,bahamas,Spearfishing,M,N,"caribbean reef shark,  to ",reef shark
2014,Unprovoked,australia,Surfing,M,N,unknown,
2014,Unprovoked,australia,Body boarding,M,N,unknown,
2014,Provoked,australia,Petting a shark,M,N," lemon shark, m",lemon shark
2014,Unprovoked,brazil,Fishing,M,N,unknown,
2014,Unprovoked,usa,Standing,M,N," sandbar shark,  to ",
2014,Unprovoked,australia,Body boarding,M,N,"bronze whaler shark, ",
2014,Unprovoked,japan,Surfing,M,N,unknown,
2014,Unprovoked,usa,Kneeling in the water,F,N,unknown,
2014,Unprovoked,usa,Swimming,F,N,bull shark,bull shark
2014,Unprovoked,australia,Surfing,M,N,unknown,
2014,Unprovoked,usa,Tagging sharks,F,N,blacktip reef shark ,reef shark
2014,Unprovoked,australia,Fell into the water,F,N," bull shark,  ",bull shark
2014,Unprovoked,france,Scuba diving,M,N, shark,
2014,Provoked,australia,Teasing a shark,M,N," tawney nurse shark, ",nurse shark
2014,Unprovoked,usa,Body boarding,F,N,unknown,
2014,Unprovoked,australia,Surfing,M,N," white shark,  ",white shark
2014,Unprovoked,usa,Wading,F,N,unknown,
2014,Unprovoked,usa,Surfing,M,N,shark involvement not confirmed,
2014,Invalid,usa,Diving,M,Unknown,no shark involvement,
2014,Unprovoked,usa,Swimming,F,N, to  shark,
2014,Unprovoked,south africa,Diving,Unknown,N,cow shark,
2014,Unprovoked,usa,Surfing,M,N, shark,
2014,Unprovoked,australia,Spearfishing,M,N,reef shark?,reef shark
2014,Unprovoked,usa,Swimming,M,N,unknown,
2014,Unprovoked,usa,Wading,M,N,unknown,
2014,Boat,south africa,Shark watching,Unknown,N,white shark,white shark
2014,Provoked,south africa,Fishing,M,N," raggedtooth shark, ",raggedtooth shark
2014,Unprovoked,usa,Surfing,M,N,unknown,
2014,Unprovoked,usa,Surfing,M,N,unknown,
2014,Unprovoked,australia,Swimming,F,Y,m to m white shark,white shark
2014,Invalid,australia,Diving for lobsters,M,Unknown,shark involvement prior to death not confirmed,
2014,Unprovoked,south africa,Swimming,M,Y,m shark,
2014,Unprovoked,usa,Kite Surfing,M,N, to  shark,
2014,Unprovoked,usa,Surfing,M,N,unknown,
2014,Unprovoked,new caledonia,Kite Surfing,M,N,unknown,
2014,Unprovoked,australia,Surfing,M,N,unknown,
2014,Invalid,australia,Unknown,F,Unknown,no shark involvement,
2014,Unprovoked,australia,Swimming,M,N,wobbegong shark,wobbegong shark
2014,Invalid,cayman islands,Scuba diving / culling lionfish,M,Unknown,invalid,
2014,Unprovoked,usa,Surfing,M,N,blacktip or spinner shark?,
2014,Unprovoked,french polynesia,Kitesurfing,M,N,blacktip reef shark ,reef shark
2014,Boat,papua new guinea,Sailing,M,N,unknown,
2014,Unprovoked,australia,Spearfishing / Free diving,M,Y,unknown,
2014,Provoked,trinidad & tobago,Fishing,M,N,unknown,
2014,Unprovoked,new zealand,Surfing,M,N,gill shark?,
2014,Provoked,australia,Fishing,M,N, shark,
2014,Unprovoked,new zealand,Spearfishing,M,N,gill shark,
2014,Sea Disaster,japan,Sea disaster,M,N,unknown,
2014,Unprovoked,usa,Free diving / Photographing pilot whales,M,N,oceanic whitetip shark,whitetip shark
2014,Boat,new zealand,Filming a documentary,Unknown,N,"white shark, m",white shark
2013,Unprovoked,new caledonia,Snorkeling,M,N,reported to involve a bull shark,bull shark
2013,Unprovoked,south africa,Surfing,M,N,"white shark,  ",white shark
2013,Unprovoked,kiribati,Attempting to remove fishing net from submerged object,M,N,unknown,
2013,Unprovoked,usa,Boogie boarding,M,N,"tiger shark,  to ",tiger shark
2013,Unprovoked,usa,Surfing,M,N, to  shark,
2013,Unprovoked,australia,Surfing,M,N," wobbegong shark, to  ",wobbegong shark
2013,Unprovoked,usa,Kayaking / Fishing,M,Y,unknown,
2013,Unprovoked,australia,Body boarding,M,Y,"tiger shark,  ",tiger shark
2013,Unprovoked,usa,Snorkeling,F,N,unknown,
2013,Unprovoked,australia,Surfing,M,Y,thought to involve a white shark,white shark
2013,Unprovoked,usa,Surfing,M,N,"white shark, '",white shark
2013,Unprovoked,australia,Surfing,M,N,reported to involve a white shark,white shark
2013,Provoked,bahamas,Shark fishing,M,N,unknown,
2013,Unprovoked,usa,Body boarding,M,N,unknown,
2013,Unprovoked,usa,Surfing,M,N,unknown,
2013,Unprovoked,usa,Kiteboarding,M,N,tiger shark,tiger shark
2013,Unprovoked,australia,Snorkeling,F,N,"blacktip reef shark, ",reef shark
2013,Unprovoked,reunion,Body boarding,M,N,thought to involve a bull shark,bull shark
2013,Unprovoked,australia,Diving for crayfish,M,N,reported to involve a m white shark,white shark
2013,Unprovoked,australia,Surfing,M,N,wobbegong shark,wobbegong shark
2013,Unprovoked,usa,Diving ,M,N,"whitetip reef shark,  to ",reef shark
2013,Unprovoked,usa,Surfing,M,N,tiger shark,tiger shark
2013,Unprovoked,usa,Wading,M,N,nurse shark?,nurse shark
2013,Unprovoked,south africa,Swimming / snorkeling,M,Y,white shark,white shark
2013,Unprovoked,australia,Diving for Abalone,M,N,white shark,white shark
2013,Unprovoked,usa,Surfing,M,N,"white shark,  to ",white shark
2013,Unprovoked,usa,Wading,M,N,small bull shark,bull shark
2013,Unprovoked,usa,Surfing,M,N,unknown,
2013,Unprovoked,israel,Diving,M,N,unknown,
2013,Unprovoked,usa,Standing,M,N,unknown,
2013,Unprovoked,usa,Swimming,M,N,unknown,
2013,Unprovoked,usa,Surfing,M,N,unknown,
2013,Unprovoked,usa,Swimming,M,N,bull shark,bull shark
2013,Unprovoked,usa,Surfing,F,N, shark,
2013,Unprovoked,usa,Unknown,F,Unknown,unknown,
2013,Provoked,usa,Surfing,M,N, shark,
2013,Unprovoked,usa,Standing,M,N, shark,
2013,Unprovoked,usa,Swimming,M,N,unknown,
2013,Provoked,usa,Unknown,M,N,nurse shark,nurse shark
2013,Unprovoked,bahamas,Unknown,M,N,unknown,
2013,Unprovoked,usa,Casting a net,M,N, shark,
2013,Unprovoked,bahamas,Spearfishing,M,N,blacktip shark,blacktip shark
2013,Unprovoked,usa,Swimming,M,N,salmon shark,
2013,Invalid,usa,Marathon swimming,F,Unknown,no shark involvement,
2013,Provoked,france,Longline fishing for sharks,M,N,"mako shark, ",mako shark
2013,Unprovoked,usa,Boogie boarding,F,N,unknown,
2013,Unprovoked,australia,Wrangling a shark,M,N,unknown,
2013,Unprovoked,usa,Surfing,M,N,unknown,
2013,Unprovoked,usa,Surfing,F,N,white shark,white shark
2013,Unprovoked,usa,Snorkeling,F,Y,tiger shark?,tiger shark
2013,Unprovoked,usa,Kiteboarding,F,N,unknown,
2013,Unprovoked,usa,Surfing,M,N,"bull shark, ",bull shark
2013,Unprovoked,south africa,Attempting to free the shark,M,N,blacktip shark,blacktip shark
2013,Unprovoked,usa,Fishing,M,N,"bull shark,  to ",bull shark
2013,Unprovoked,usa,Snorkeling,F,N,unknown,
2013,Unprovoked,usa,Swimming,M,N,unknown,
2013,Unprovoked,bahamas,Spearfishing,M,N, shark,
2013,Unprovoked,mexico,Wading,F,N,unknown,
2013,Unprovoked,usa,Surfing,M,N,"tiger shark,  to  ",tiger shark
2013,Unprovoked,bahamas,Cleaning fish,M,N,nurse shark,nurse shark
2013,Unprovoked,bahamas,Diving,M,N,unknown,
2013,Unprovoked,brazil,Swimming,F,Y,unknown,
2013,Unprovoked,usa,Walking in surf,F,N,unknown,
2013,Unprovoked,usa,Swimming ,M,N,unknown,
2013,Unprovoked,reunion,Swimming & snorkeling,F,Y,unknown,
2013,Unprovoked,diego garcia,Swimming,M,Y,unknown,
2013,Unprovoked,usa,Wading,F,N,unknown,
2013,Invalid,spain,Swimming,M,Unknown,shark involvement not confirmed,
2013,Unprovoked,australia,Body surfing,M,N,unknown,
2013,Unprovoked,taiwan,Fishing,M,N,unknown,
2013,Invalid,jamaica,Unknown,M,Unknown,shark involvement prior to death not confirmed,
2013,Boat,usa,Kayaking / Fishing,M,N,white shark,white shark
2013,Unprovoked,usa,Swimming,M,N,"possibly a bull shark, ",bull shark
2013,Unprovoked,usa,Swimming,M,N, to  shark,
2013,Unprovoked,usa,Swimming,M,N,"tiger shark, ",tiger shark
2013,Unprovoked,usa,Swimming,M,N,unknown,
2013,Unprovoked,south africa,Surfing,M,N,unknown,
2013,Unprovoked,usa,Surfing,F,N,unknown,
2013,Unprovoked,usa,Boogie Boarding,F,N, to  shark,
2013,Provoked,usa,Fishing for sharks,M,N,"lemon shark, ",lemon shark
2013,Unprovoked,australia,Surfing,M,N, shark,
2013,Unprovoked,usa,Diving,M,N,galapagos shark,galapagos shark
2013,Unprovoked,usa,Swimming,M,N,unknown,
2013,Unprovoked,brazil,Unknown,M,Y,unknown,
2013,Provoked,palestinian territories,Fishing,M,N,unknown,
2013,Unprovoked,ecuador,Surfing,M,N,galapagos shark,galapagos shark
2013,Invalid,usa,Surfing,M,Unknown,invalid,
2013,Unprovoked,reunion,Body boarding,M,Y,bull shark,bull shark
2013,Unprovoked,usa,Surfing,M,N,a small shark,
2013,Provoked,australia,Fishing,M,N,"wobbegong, ",
2013,Unprovoked,mexico,Swimming,F,N,tiger shark,tiger shark
2013,Unprovoked,australia,Fishing,M,N,"grey nurse shark, ",nurse shark
2013,Unprovoked,usa,Playing in the surf,M,N, shark,
2013,Unprovoked,south africa,Free diving,M,N,blue shark,blue shark
2013,Unprovoked,usa,Surfing,M,N,bull shark,bull shark
2013,Unprovoked,guam,Unknown,M,Y,unknown,
2013,Unprovoked,french polynesia,Kite boarding,M,N,possibly a blacktip reef shark,reef shark
2013,Unprovoked,usa,Swimming,M,N,unknown,
2013,Invalid,australia,Unknown,M,Unknown,shark involvement not confirmed,
2013,Unprovoked,usa,Surfing,M,N, shark,
2013,Invalid,australia,Surfing,M,Unknown,no shark involvement,
2013,Unprovoked,seychelles,Free diving,M,N,unknown,
2013,Unprovoked,belize,Snorkeling,F,N,nurse shark,nurse shark
2013,Unprovoked,bahamas,Fly fishing,M,N,unknown,
2013,Provoked,south africa,Fishing - 'tag & release',M,N,"raggedtooth shark, m",raggedtooth shark
2013,Unprovoked,south africa,Surfing,M,N,unknown,
2013,Unprovoked,jamaica,Spearfishing,M,Y,"tiger shark, m",tiger shark
2013,Unprovoked,australia,Spearfishing,M,N,"bronze whaler shark, ",
2013,Unprovoked,philippines,Swimming to shore with floatioon devices after boat engine conked out,M,N,"""small sharks""",
2013,Unprovoked,south africa,Swimming,M,N,unknown,
2013,Unprovoked,new zealand,Swimming,M,Y,"white shark, ",white shark
2013,Unprovoked,usa,Surfing,Unknown,N,reef shark?,reef shark
2013,Unprovoked,usa,Surfing,M,N,reef shark?,reef shark
2013,Unprovoked,usa,Surfing,M,N,"blacktip shark,  to ",blacktip shark
2013,Unprovoked,french polynesia,Scuba diving,M,N,lemon shark,lemon shark
2013,Unprovoked,jamaica,Unknown,M,N,unknown,
2013,Boat,australia,Fishing,M,N,"white shark, ",white shark
2013,Unprovoked,australia,Surfing,M,N,unknown,
2013,Invalid,australia,Dragging stranded shark into deeper water,M,Unknown,unknown,
2013,Unprovoked,usa,Surfing,M,N,"tiger shark, ",tiger shark
2013,Unprovoked,new zealand,Spearfishing,M,N,"bronze whaler shark, ",
2013,Unprovoked,australia,Spearfishing / Free diving,M,N,unknown,
2012,Unprovoked,usa,Swimming,M,N,unknown,
2012,Unprovoked,australia,Surfing,M,N,m shark,
2012,Unprovoked,australia,Paddle boarding,M,N,"bull shark,  ",bull shark
2012,Unprovoked,south africa,Swimming,M,Y,tiger shark,tiger shark
2012,Unprovoked,australia,Surfing,M,N,"tiger shark, ",tiger shark
2012,Unprovoked,usa,Surfing,M,N, shark,
2012,Unprovoked,australia,Spearfishing,M,N,sandtiger shark,
2012,Unprovoked,new zealand,Scuba diving,F,N,seven-gill shark,
2012,Unprovoked,usa,Snorkeling,M,N,"tiger shark, ",tiger shark
2012,Invalid,australia,Unknown,M,Unknown,no shark involvement,
2012,Unprovoked,mexico,Swimming,M,Y,m shark,
2012,Unprovoked,usa,Surfing,M,N, to  shark,
2012,Unprovoked,usa,Diving,M,N,"tiger shark, ",tiger shark
2012,Unprovoked,usa,Surfing,M,N,"tiger shark, ",tiger shark
2012,Unprovoked,usa,Surfing,M,N,white shark,white shark
2012,Unprovoked,usa,Swimming,F,N,"tiger shark,  to  ",tiger shark
2012,Unprovoked,usa,Surfing,M,Y,"white shark,  to  ",white shark
2012,Unprovoked,usa,Unknown,F,N,unknown,
2012,Unprovoked,usa,Surfing,M,N,unknown,
2012,Unprovoked,usa,Paddle boarding,M,N, to  shark,
2012,Invalid,usa,Unknown,M,Unknown,shark involvement not confirmed,
2012,Unprovoked,nigeria,Bathing,F,N,unknown,
2012,Unprovoked,usa,Windsurfing,M,N,unknown,
2012,Unprovoked,australia,Bodyboarding,M,N, shark,
2012,Unprovoked,usa,Surfing,M,N, shark,
2012,Unprovoked,usa,Surfing,M,N, shark,
2012,Unprovoked,usa,Surfing,M,N,unknown,
2012,Unprovoked,tonga,Swimming,F,N,possibly a m bull shark,bull shark
2012,Unprovoked,usa,Surfing,Unknown,N,unknown,
2012,Unprovoked,usa,Surfing,M,N,unknown,
2012,Unprovoked,usa,Swimming,M,N,unknown,
2012,Unprovoked,usa,Surfing,M,N,unknown,
2012,Unprovoked,usa,Surfing,M,N,unknown,
2012,Unprovoked,usa,Surfing,M,N,unknown,
2012,Unprovoked,usa,Boogie boarding,F,N, to  shark,
2012,Provoked,usa,Spearfishing,Unknown,N,"tiger shark,  to  ",tiger shark
2012,Unprovoked,usa,Swimming or boogie boarding,F,N, to  shark,
2012,Provoked,scotland,Shark fishing,M,N,"porbeagle shark, ",
2012,Unprovoked,australia,Surfing,M,N,unknown,
2012,Unprovoked,brazil,Swimming,M,Y,unknown,
2012,Unprovoked,usa,Wading or swimming,M,N,unknown,
2012,Boat,australia,Fishing,Unknown,N,m shark,
2012,Unprovoked,usa,Free diving ,M,N,"lemon shark,  to  ",lemon shark
2012,Unprovoked,reunion,Surfing,M,N,bull shark,bull shark
2012,Unprovoked,french polynesia,Spearfishing,M,N,"lemon shark,  to  ",lemon shark
2012,Unprovoked,usa,Surfing,M,N,unknown,
2012,Unprovoked,australia,Surfing,M,N,white shark or bronze whaler,white shark
2012,Unprovoked,usa,Surfing,M,N,unknown,
2012,Unprovoked,usa,Body surfing,M,N,thought to involve a white shark,white shark
2012,Invalid,usa,Unknown,M,Unknown,shark involvement not confirmed,
2012,Unprovoked,reunion,Surfing,M,Y,unknown,
2012,Invalid,trinidad & tobago,Swimming,M,Unknown,unknown,
2012,Invalid,canada,Surfing,F,Unknown,"salmon shark suspected, but unlikely",
2012,Unprovoked,australia,Surfing,M,Y,"white shark, ",white shark
2012,Unprovoked,usa,Swimming,F,N,unknown,
2012,Unprovoked,bahamas,Spearfishing,M,N,unknown,
2012,Invalid,australia,Scuba diving,F,Unknown,unknown,
2012,Boat,usa,Kayaking,M,N, to shark,
2012,Unprovoked,south africa,Surfing,M,N, shark,
2012,Invalid,croatia,Swimming,Unknown,Unknown,no shark involvement,
2012,Unprovoked,usa,Swimming,M,N,possibly a bull shark,bull shark
2012,Unprovoked,usa,Surfing,M,N,unknown,
2012,Unprovoked,usa,Sitting in the water,F,N,a small reef shark,reef shark
2012,Unprovoked,australia,Surfing,M,N,unknown,
2012,Unprovoked,usa,Swimming,M,N,unknown,
2012,Unprovoked,australia,Surf skiing ,M,N,m shark,
2012,Invalid,usa,Standing,M,Unknown,no shark involvement,
2012,Unprovoked,usa,Wading,F,N,unknown,
2012,Provoked,usa,Fishing,M,N,nurse shark,nurse shark
2012,Unprovoked,usa,Swimming,F,N,small blacktip shark?,blacktip shark
2012,Unprovoked,usa,Swimming,M,N,shark involvement not confirmed,
2012,Unprovoked,usa,Swimming,M,N,small blacktip shark?,blacktip shark
2012,Unprovoked,usa,Swimming,M,N,blacktip shark ,blacktip shark
2012,Unprovoked,australia,Surfing,M,N,m shark,
